gid,pid,seas,week,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,off,def,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,pts,blk,brcv,fgxp,fkicker,NumKicks,dist,good,ptsv,ptsh,iced,detail,surface,elapsedtime
506,82013,2001,17,SN,PHI,TB,Raymond James Stadium,60,70,15,W,Chance Rain,Grass,33,4,PHI,TB,9,8,2,5,50,0,10,3,3,4,4,70,3,,,FG,DA-0300,516,47,Y,17,13,0,"(5:50) D.Akers 47 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Grass,20.83333333
506,82026,2001,17,SN,PHI,TB,Raymond James Stadium,60,70,15,W,Chance Rain,Grass,33,4,TB,PHI,11,6,2,0,25,10,3,3,3,4,1,96,3,,,FG,DB-3900,114,23,Y,17,13,0,"(:25) D.Brien 23 yard field goal is GOOD, Center-S.McDermott, Holder-M.Royals.",Grass,15.41666667
506,82063,2001,17,SN,PHI,TB,Raymond James Stadium,60,70,15,W,Chance Rain,Grass,33,4,PHI,TB,4,8,4,13,8,3,13,2,3,4,3,68,,,,FG,DA-0300,516,50,N,17,13,0,"(13:08) D.Akers 50 yard field goal is No Good, Wide Right, Center-M.Bartrum, Holder-K.Detmer.",Grass,58.13333333
507,82123,2001,17,MN,MIN,BAL,Ravens Stadium,36,83,11,WNW,,Grass,37,12.5,MIN,BAL,9,8,1,5,58,0,0,2,3,4,7,93,3,,,FG,GA-0300,122,26,Y,3,19,0,"(5:58) G.Anderson 26 yard field goal is GOOD, Center-B.Heffner-Liddiard, Holder-L.Johnson.",Grass,5.966666667
507,82135,2001,17,MN,MIN,BAL,Ravens Stadium,36,83,11,WNW,,Grass,37,12.5,BAL,MIN,11,3,2,15,0,0,3,3,2,4,1,97,3,,,FG,MS-5200,335,21,Y,3,19,0,"(15:00) M.Stover 21 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,30
507,82158,2001,17,MN,MIN,BAL,Ravens Stadium,36,83,11,WNW,,Grass,37,12.5,BAL,MIN,11,13,2,6,42,3,3,2,2,4,2,98,3,,,FG,MS-5200,335,20,Y,3,19,0,"(6:42) M.Stover 20 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,21.7
507,82179,2001,17,MN,MIN,BAL,Ravens Stadium,36,83,11,WNW,,Grass,37,12.5,BAL,MIN,6,3,2,0,7,6,3,0,1,3,3,80,3,,,FG,MS-5200,335,38,Y,3,19,0,"(:07) M.Stover 38 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,15.11666667
507,82204,2001,17,MN,MIN,BAL,Ravens Stadium,36,83,11,WNW,,Grass,37,12.5,BAL,MIN,10,10,3,4,2,9,3,3,2,4,1,98,3,,,FG,MS-5200,335,20,Y,3,19,0,"(4:02) M.Stover 20 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,34.03333333
508,82271,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,OAK,NYJ,12,4,1,8,30,0,0,3,3,4,2,97,3,,,FG,SJ-0300,448,21,Y,24,38,0,"(8:30) S.Janikowski 21 yard field goal is GOOD, Center-A.Graham, Holder-S.Lechler.",Grass,8.5
508,82281,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,NYJ,OAK,9,4,1,3,11,0,3,3,3,4,2,73,,,,FG,JH-0500,171,45,N,24,38,0,"(3:11) J.Hall 45 yard field goal is No Good, Wide Left, Center-J.Dearth, Holder-T.Tupa.",Grass,3.183333333
508,82288,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,OAK,NYJ,7,5,1,0,49,3,0,3,3,4,7,78,3,,,FG,SJ-0300,448,41,Y,24,38,0,"(:49) S.Janikowski 41 yard field goal is GOOD, Center-A.Graham, Holder-S.Lechler.",Grass,0.816666667
508,82295,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,NYJ,OAK,6,7,2,12,52,0,6,3,3,4,3,73,3,,,FG,JH-0500,171,45,Y,24,38,0,"(12:52) J.Hall 45 yard field goal is GOOD, Center-J.Dearth, Holder-T.Tupa.",Grass,27.86666667
508,82307,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,OAK,NYJ,10,6,2,6,51,6,3,3,3,4,6,73,3,,,FG,SJ-0300,448,45,Y,24,38,0,"(6:51) S.Janikowski 45 yard field goal is GOOD, Center-A.Graham, Holder-S.Lechler.",Grass,21.85
508,82314,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,NYJ,OAK,6,6,2,3,11,3,9,3,3,4,3,77,,AD-1500,AD-1500,FG,JH-0500,171,41,N,24,38,0,"(3:11) J.Hall 41 yard field goal is BLOCKED (A.Dorsett), Center-J.Dearth, Holder-T.Tupa, RECOVERED by OAK-A.Dorsett at OAK 34. A.Dorsett to OAK 34 for no gain (J.Hall).",Grass,18.18333333
509,82427,2001,18,SAT,TB,PHI,Veterans Stadium,46,55,10,SSW,Clear,AstroTurf,33,3.5,TB,PHI,7,3,1,10,51,0,0,3,2,4,8,82,3,,,FG,MG-1200,183,36,Y,9,31,0,"(10:51) M.Gramatica 36 yard field goal is GOOD, Center-S.McDermott, Holder-M.Royals.",Turf,10.85
509,82437,2001,18,SAT,TB,PHI,Veterans Stadium,46,55,10,SSW,Clear,AstroTurf,33,3.5,PHI,TB,7,3,1,6,21,0,3,2,3,4,7,92,3,,,FG,DA-0300,516,26,Y,9,31,0,"(6:21) D.Akers 26 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Turf,6.35
509,82469,2001,18,SAT,TB,PHI,Veterans Stadium,46,55,10,SSW,Clear,AstroTurf,33,3.5,TB,PHI,10,4,2,6,17,3,10,3,2,4,9,86,3,,,FG,MG-1200,183,32,Y,9,31,0,"(6:17) M.Gramatica 32 yard field goal is GOOD, Center-S.McDermott, Holder-M.Royals.",Turf,21.28333333
509,82495,2001,18,SAT,TB,PHI,Veterans Stadium,46,55,10,SSW,Clear,AstroTurf,33,3.5,TB,PHI,5,3,2,0,2,6,17,0,0,2,7,91,3,,,FG,MG-1200,183,27,Y,9,31,0,"(:02) M.Gramatica 27 yard field goal is GOOD, Center-S.McDermott, Holder-M.Royals.",Turf,15.03333333
510,82608,2001,18,SUN,SF,GB,Lambeau Field,28,78,4,SE,Sunny,Grass,43,4,SF,GB,8,10,2,11,57,0,6,3,3,4,13,84,,CH-4800,,FG,JC-5000,75,34,N,15,25,0,"(11:57) J.Cortez 34 yard field goal is BLOCKED (C.Hunt), Center-B.Jennings, Holder-J.Baker.",Grass,26.95
510,82648,2001,18,SUN,SF,GB,Lambeau Field,28,78,4,SE,Sunny,Grass,43,4,GB,SF,12,4,3,8,56,6,7,3,3,4,8,92,3,,,FG,RL-1300,354,26,Y,15,25,0,"(8:56) R.Longwell 26 yard field goal is GOOD, Center-R.Davis, Holder-D.Pederson.",Grass,38.93333333
510,82690,2001,18,SUN,SF,GB,Lambeau Field,28,78,4,SE,Sunny,Grass,43,4,GB,SF,10,5,4,7,7,15,15,3,3,4,9,73,3,,,FG,RL-1300,354,45,Y,15,25,0,"(7:07) R.Longwell 45 yard field goal is GOOD, Center-R.Davis, Holder-D.Pederson.",Grass,52.11666667
511,82714,2001,18,SUN,BAL,MIA,Pro Player Stadium,73,68,8,NE,Partly Sunny,Grass,31.5,3,MIA,BAL,4,6,1,12,52,0,0,3,3,4,1,85,3,,,FG,OM-0100,336,33,Y,20,3,0,"(12:52) O.Mare 33 yard field goal is GOOD, Center-E.Perry, Holder-M.Turk.",Grass,12.86666667
511,82781,2001,18,SUN,BAL,MIA,Pro Player Stadium,73,68,8,NE,Partly Sunny,Grass,31.5,3,BAL,MIA,6,3,2,0,4,7,3,0,2,3,5,77,,,,FG,MS-5200,335,40,N,20,3,0,"(:04) M.Stover 40 yard field goal is No Good, Hit Left Upright, Center-D.Hellestrae, Holder-K.Richardson.",Grass,15.06666667
511,82824,2001,18,SUN,BAL,MIA,Pro Player Stadium,73,68,8,NE,Partly Sunny,Grass,31.5,3,BAL,MIA,6,21,4,11,26,14,3,2,2,4,7,83,3,,,FG,MS-5200,335,35,Y,20,3,0,"(11:26) M.Stover 35 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,56.43333333
511,82844,2001,18,SUN,BAL,MIA,Pro Player Stadium,73,68,8,NE,Partly Sunny,Grass,31.5,3,BAL,MIA,11,6,4,2,7,17,3,2,1,4,14,78,3,,,FG,MS-5200,335,40,Y,20,3,1,"(2:07) M.Stover 40 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,47.11666667
512,82866,2001,19,SAT,PHI,CHI,Soldier Field,31,55,8,W,Flurries,Grass,31,3,PHI,CHI,12,5,1,9,9,0,0,2,3,4,2,83,3,,,FG,DA-0300,516,34,Y,33,19,0,"(9:09) D.Akers 34 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Grass,9.15
512,82880,2001,19,SAT,PHI,CHI,Soldier Field,31,55,8,W,Flurries,Grass,31,3,PHI,CHI,9,3,1,3,25,3,0,2,3,4,2,95,3,,,FG,DA-0300,516,23,Y,33,19,0,"(3:25) D.Akers 23 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Grass,3.416666667
512,82964,2001,19,SAT,PHI,CHI,Soldier Field,31,55,8,W,Flurries,Grass,31,3,CHI,PHI,11,4,4,14,20,14,20,3,3,4,4,80,3,,,FG,PE-0100,181,38,Y,33,19,0,"(14:20) P.Edinger 38 yard field goal is GOOD, Center-P.Mannelly, Holder-B.Maynard.",Grass,59.33333333
512,82976,2001,19,SAT,PHI,CHI,Soldier Field,31,55,8,W,Flurries,Grass,31,3,PHI,CHI,11,5,4,8,53,20,17,3,3,4,4,78,3,,,FG,DA-0300,516,40,Y,33,19,0,"(8:53) D.Akers 40 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Grass,53.88333333
512,82981,2001,19,SAT,PHI,CHI,Soldier Field,31,55,8,W,Flurries,Grass,31,3,PHI,CHI,4,5,4,6,33,23,17,3,3,4,3,72,3,,,FG,DA-0300,516,46,Y,33,19,0,"(6:33) D.Akers 46 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Grass,51.55
513,83099,2001,19,SAT,OAK,NE,Foxboro Stadium,25,100,3,NE,Snow,Grass,37.5,3,NE,OAK,12,4,3,8,43,0,7,3,3,4,5,95,3,,,FG,AV-0400,456,23,Y,13,16,0,"(8:43) A.Vinatieri 23 yard field goal is GOOD, Center-L.Paxton, Holder-K.Walter.",Grass,38.71666667
513,83110,2001,19,SAT,OAK,NE,Foxboro Stadium,25,100,3,NE,Snow,Grass,37.5,3,OAK,NE,10,4,3,4,18,7,3,3,3,4,4,80,3,,,FG,SJ-0300,448,38,Y,13,16,0,"(4:18) S.Janikowski 38 yard field goal is GOOD, Center-A.Graham, Holder-S.Lechler.",Grass,34.3
513,83122,2001,19,SAT,OAK,NE,Foxboro Stadium,25,100,3,NE,Snow,Grass,37.5,3,OAK,NE,7,5,3,1,46,10,3,3,3,4,8,73,3,,,FG,SJ-0300,448,45,Y,13,16,0,"(1:46) S.Janikowski 45 yard field goal is GOOD, Center-A.Graham, Holder-S.Lechler.",Grass,31.76666667
513,83173,2001,19,SAT,OAK,NE,Foxboro Stadium,25,100,3,NE,Snow,Grass,37.5,3,NE,OAK,8,5,4,0,32,10,13,0,2,4,9,72,3,,,FG,AV-0400,456,45,Y,13,16,0,"(:32) A.Vinatieri 45 yard field goal is GOOD, Center-L.Paxton, Holder-K.Walter.",Grass,45.53333333
513,83191,2001,19,SAT,OAK,NE,Foxboro Stadium,25,100,3,NE,Snow,Grass,37.5,3,NE,OAK,15,3,5,6,35,13,13,2,2,3,5,95,3,,,FG,AV-0400,456,23,Y,13,16,1,"(6:35) A.Vinatieri 23 yard field goal is GOOD, Center-L.Paxton, Holder-K.Walter.",Grass,60
514,83202,2001,19,SUN,BAL,PIT,Heinz Field,21,70,10,SW,Mostly Cloudy,Grass,33,5.5,PIT,BAL,7,3,1,9,45,0,0,3,3,4,3,97,3,,,FG,KB-2300,307,21,Y,10,27,0,"(9:45) K.Brown 21 yard field goal is GOOD, Center-M.Schneck, Holder-J.Miller.",Grass,9.75
514,83235,2001,19,SUN,BAL,PIT,Heinz Field,21,70,10,SW,Mostly Cloudy,Grass,33,5.5,PIT,BAL,9,3,2,10,59,10,0,1,3,4,13,83,,,,FG,KB-2300,307,35,N,10,27,0,"(10:59) K.Brown 35 yard field goal is No Good, Wide Left, Center-M.Schneck, Holder-J.Miller.",Grass,25.98333333
514,83254,2001,19,SUN,BAL,PIT,Heinz Field,21,70,10,SW,Mostly Cloudy,Grass,33,5.5,PIT,BAL,4,3,2,4,29,17,0,1,3,4,4,72,3,,,FG,KB-2300,307,46,Y,10,27,0,"(4:29) K.Brown 46 yard field goal is GOOD, Center-M.Schneck, Holder-J.Miller.",Grass,19.48333333
514,83266,2001,19,SUN,BAL,PIT,Heinz Field,21,70,10,SW,Mostly Cloudy,Grass,33,5.5,BAL,PIT,11,3,2,1,6,0,20,2,1,4,8,92,3,,,FG,MS-5200,335,26,Y,10,27,0,"(1:06) M.Stover 26 yard field goal is GOOD, Center-D.Hellestrae, Holder-K.Richardson.",Grass,16.1
515,83422,2001,19,SUN,GB,STL,Edward Jones Dome,,,,,Dome,AstroTurf,55.5,11.5,GB,STL,9,15,2,4,33,7,21,2,2,4,2,90,3,,,FG,RL-1300,354,28,Y,17,45,0,"(4:33) R.Longwell 28 yard field goal is GOOD, Center-R.Davis, Holder-D.Pederson.",Turf,19.55
515,83432,2001,19,SUN,GB,STL,Edward Jones Dome,,,,,Dome,AstroTurf,55.5,11.5,STL,GB,8,3,2,0,25,21,10,1,2,4,6,91,3,,,FG,JW-3300,253,27,Y,17,45,0,"(:25) J.Wilkins 27 yard field goal is GOOD, Center-J.Robinson, Holder-R.Proehl.",Turf,15.41666667
516,83558,2001,20,SUN,NE,PIT,Heinz Field,50,50,16,SW,Partly Sunny,Grass,37.5,10,PIT,NE,10,3,2,13,44,0,7,3,2,4,8,89,3,,,FG,KB-2300,307,30,Y,24,17,0,"(13:44) K.Brown 30 yard field goal is GOOD, Center-M.Schneck, Holder-J.Miller.",Grass,28.73333333
516,83622,2001,20,SUN,NE,PIT,Heinz Field,50,50,16,SW,Partly Sunny,Grass,37.5,10,PIT,NE,8,3,3,9,11,3,14,3,3,4,5,84,-7,BM-3200,TB-3300,FG,KB-2300,307,34,N,24,17,0,"(9:11) K.Brown 34 yard field goal is BLOCKED (B.Mitchell), Center-M.Schneck, Holder-J.Miller, RECOVERED by NE-T.Brown at NE 40. T.Brown to PIT 49 for 11 yards. Lateral to A.Harris for 49 yards, TOUCHDOWN.",Grass,39.18333333
516,83659,2001,20,SUN,NE,PIT,Heinz Field,50,50,16,SW,Partly Sunny,Grass,37.5,10,NE,PIT,11,3,4,11,21,21,17,1,3,4,4,74,3,,,FG,AV-0400,456,44,Y,24,17,0,"(11:21) A.Vinatieri 44 yard field goal is GOOD, Center-L.Paxton, Holder-K.Walter.",Grass,56.35
516,83685,2001,20,SUN,NE,PIT,Heinz Field,50,50,16,SW,Partly Sunny,Grass,37.5,10,NE,PIT,4,3,4,2,27,24,17,0,1,4,8,68,,,,FG,AV-0400,456,50,N,24,17,0,"(2:27) A.Vinatieri 50 yard field goal is No Good, Wide Left, Center-L.Paxton, Holder-K.Walter.",Grass,47.45
517,83714,2001,20,SUN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,10.5,PHI,STL,11,5,1,5,49,0,7,3,3,4,8,72,3,,,FG,DA-0300,516,46,Y,24,29,0,"(5:49) D.Akers 46 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Turf,5.816666667
517,83725,2001,20,SUN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,10.5,STL,PHI,9,3,1,1,9,7,3,3,3,4,5,91,3,,,FG,JW-3300,253,27,Y,24,29,0,"(1:09) J.Wilkins 27 yard field goal is GOOD, Center-J.Robinson, Holder-R.Proehl.",Turf,1.15
517,83740,2001,20,SUN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,10.5,STL,PHI,7,6,2,9,50,10,3,3,3,4,7,65,,,,FG,JW-3300,253,53,N,24,29,0,"(9:50) J.Wilkins 53 yard field goal is No Good, Hit Right Upright, Center-J.Robinson, Holder-R.Proehl.",Turf,24.83333333
517,83754,2001,20,SUN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,10.5,STL,PHI,7,6,2,3,58,10,10,3,3,4,6,79,3,,,FG,JW-3300,253,39,Y,24,29,0,"(3:58) J.Wilkins 39 yard field goal is GOOD, Center-J.Robinson, Holder-R.Proehl.",Turf,18.96666667
517,83785,2001,20,SUN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,10.5,STL,PHI,12,5,3,8,6,13,17,3,3,4,14,77,3,,,FG,JW-3300,253,41,Y,24,29,0,"(8:06) J.Wilkins 41 yard field goal is GOOD, Center-J.Robinson, Holder-R.Proehl.",Turf,38.1
518,83875,2001,21,SB,STL,NE,Louisiana Superdome,56,,,,Dome,AstroTurf,53,-14,STL,NE,10,5,1,3,15,0,0,3,3,4,3,68,3,,,FG,JW-3300,253,50,Y,17,20,0,"(3:15) J.Wilkins 50 yard field goal is GOOD, Center-J.Robinson, Holder-R.Proehl.",Turf,3.25
518,83890,2001,21,SB,STL,NE,Louisiana Superdome,56,,,,Dome,AstroTurf,53,-14,STL,NE,10,5,2,13,17,3,0,3,3,4,5,66,,,,FG,JW-3300,253,52,N,17,20,0,"(13:17) J.Wilkins 52 yard field goal is No Good, Wide Left, Center-J.Robinson, Holder-R.Proehl.",Turf,28.28333333
518,83961,2001,21,SB,STL,NE,Louisiana Superdome,56,,,,Dome,AstroTurf,53,-14,NE,STL,5,4,3,1,22,14,3,2,1,4,7,81,3,,,FG,AV-0400,456,37,Y,17,20,0,"(1:22) A.Vinatieri 37 yard field goal is GOOD, Center-L.Paxton, Holder-K.Walter.",Turf,31.36666667
518,84011,2001,21,SB,STL,NE,Louisiana Superdome,56,,,,Dome,AstroTurf,53,-14,NE,STL,9,3,4,0,7,17,17,0,0,3,4,70,3,,,FG,AV-0400,456,48,Y,17,20,0,"(:07) A.Vinatieri 48 yard field goal is GOOD, Center-L.Paxton, Holder-K.Walter.",Turf,45.11666667
519,84022,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,SF,NYG,5,8,1,11,59,0,0,3,3,4,7,93,,MR-1800,,FG,JC-5000,75,25,N,16,13,0,"(11:59) J.Cortez 25 yard field goal is BLOCKED (M.Rosenthal), Center-B.Jennings, Holder-J.Baker.",Grass,11.98333333
519,84037,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,NYG,SF,11,3,1,6,4,0,0,3,3,4,8,89,3,,,FG,MB-4600,310,29,Y,16,13,0,"(6:04) M.Bryant 29 yard field goal is GOOD, Center-B.Jones, Holder-M.Allen.",Grass,6.066666667
519,84047,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,SF,NYG,9,3,1,1,3,0,3,3,3,4,5,95,3,,,FG,JC-5000,75,23,Y,16,13,0,"(1:03) J.Cortez 23 yard field goal is GOOD, Center-B.Jennings, Holder-J.Baker.",Grass,1.05
519,84083,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,SF,NYG,9,6,2,1,9,3,3,3,2,4,2,70,,,,FG,JC-5000,75,48,N,16,13,0,"(1:09) J.Cortez 48 yard field goal is No Good, Wide Left, Center-B.Jennings, Holder-J.Baker.",Grass,16.15
519,84091,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,NYG,SF,8,3,2,0,5,3,3,1,3,3,10,85,3,,,FG,MB-4600,310,33,Y,16,13,0,"(:05) M.Bryant 33 yard field goal is GOOD, Center-B.Jones, Holder-M.Allen.",Grass,15.08333333
519,84142,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,SF,NYG,9,5,4,8,13,10,6,3,3,4,9,85,3,,,FG,JC-5000,75,33,Y,16,13,0,"(8:13) J.Cortez 33 yard field goal is GOOD, Center-B.Jennings, Holder-J.Baker.",Grass,53.21666667
519,84166,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,SF,NYG,6,4,4,0,10,13,13,3,1,4,3,82,3,,,FG,JC-5000,75,36,Y,16,13,1,"(:10) J.Cortez 36 yard field goal is GOOD, Center-B.Jennings, Holder-J.Baker.",Grass,45.16666667
520,84181,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,BUF,NYJ,11,7,1,9,11,0,0,3,3,4,7,66,3,,,FG,MH-3100,87,52,Y,37,31,0,"(9:11) M.Hollis 52 yard field goal is GOOD, Center-T.Teague, Holder-B.Moorman.",Turf,9.183333333
520,84248,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,NYJ,BUF,12,4,2,0,9,14,17,0,2,2,10,84,3,,,FG,JH-0500,171,34,Y,37,31,0,"(:09) J.Hall 34 yard field goal is GOOD, Center-J.Dearth, Holder-M.Turk.",Turf,15.15
520,84258,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,NYJ,BUF,7,5,3,10,55,17,17,3,2,4,5,73,3,,,FG,JH-0500,171,45,Y,37,31,0,"(10:55) J.Hall 45 yard field goal is GOOD, Center-J.Dearth, Holder-M.Turk.",Turf,40.91666667
520,84290,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,NYJ,BUF,7,6,4,13,10,20,24,3,1,4,3,70,,,,FG,JH-0500,171,48,N,37,31,0,"(13:10) J.Hall 48 yard field goal is No Good, Wide Right, Center-J.Dearth, Holder-M.Turk.",Turf,58.16666667
520,84300,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,NYJ,BUF,4,5,4,9,30,20,24,3,1,4,1,85,3,,,FG,JH-0500,171,33,Y,37,31,0,"(9:30) J.Hall 33 yard field goal is GOOD, Center-J.Dearth, Holder-M.Turk.",Turf,54.5
520,84308,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,BUF,NYJ,7,6,4,6,28,24,23,1,3,4,14,68,,,,FG,MH-3100,87,50,N,37,31,0,"(6:28) M.Hollis 50 yard field goal is No Good, Wide Right, Center-T.Teague, Holder-B.Moorman.",Turf,51.46666667
521,84390,2002,1,SUN,BAL,CAR,Ericsson Stadium,78,59,12,N,Partly Cloudy,Grass,33.5,-2,CAR,BAL,10,5,2,9,45,7,7,2,3,4,7,91,3,,,FG,JK-0200,322,27,Y,7,10,0,"(9:45) J.Kasay 27 yard field goal is GOOD, Center-J.Kyle, Holder-T.Sauerbrun.",Grass,24.75
521,84444,2002,1,SUN,BAL,CAR,Ericsson Stadium,78,59,12,N,Partly Cloudy,Grass,33.5,-2,BAL,CAR,7,5,3,2,49,7,10,3,3,4,7,71,,,,FG,MS-5200,335,47,N,7,10,0,"(2:49) M.Stover 47 yard field goal is No Good, Wide Left, Center-J.Maese, Holder-D.Zastudil.",Grass,32.81666667
521,84480,2002,1,SUN,BAL,CAR,Ericsson Stadium,78,59,12,N,Partly Cloudy,Grass,33.5,-2,CAR,BAL,10,5,4,2,0,10,7,2,1,4,13,67,,,,FG,JK-0200,322,50,N,7,10,0,"(2:00) J.Kasay 50 yard field goal is No Good, Wide Left, Center-J.Kyle, Holder-T.Sauerbrun.",Grass,47
522,84504,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,MIN,CHI,7,4,1,6,19,0,0,3,3,4,12,88,3,,,FG,DB-3900,114,30,Y,23,27,0,"(6:19) D.Brien 30 yard field goal is GOOD, Center-B.Liddiard, Holder-K.Richardson.",Turf,6.316666667
522,84540,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,CHI,MIN,9,5,2,9,24,7,10,3,3,4,7,69,3,,,FG,PE-0100,181,49,Y,23,27,0,"(9:24) P.Edinger 49 yard field goal is GOOD, Center-P.Mannelly, Holder-B.Maynard.",Turf,24.4
522,84554,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,MIN,CHI,11,4,2,3,34,10,10,2,3,4,3,94,3,,,FG,DB-3900,114,22,Y,23,27,0,"(3:34) D.Brien 22 yard field goal is GOOD, Center-B.Liddiard, Holder-K.Richardson.",Turf,18.56666667
522,84583,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,CHI,MIN,10,5,3,10,33,10,20,3,3,4,19,69,3,,,FG,PE-0100,181,49,Y,23,27,0,"(10:33) P.Edinger 49 yard field goal is GOOD, Center-P.Mannelly, Holder-B.Maynard.",Turf,40.55
522,84607,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,CHI,MIN,12,5,4,13,36,13,20,2,2,4,5,75,,,,FG,PE-0100,181,43,N,23,27,0,"(13:36) P.Edinger 43 yard field goal is No Good, Wide Right, Center-P.Mannelly, Holder-B.Maynard.",Turf,58.6
522,84616,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,MIN,CHI,9,5,4,9,12,20,13,2,2,4,6,76,3,,,FG,DB-3900,114,42,Y,23,27,0,"(9:12) D.Brien 42 yard field goal is GOOD, Center-B.Liddiard, Holder-K.Richardson.",Turf,54.2
523,84659,2002,1,SUN,SD,CIN,Paul Brown Stadium,90,60,7,N,Fair,Grass,37.5,2.5,SD,CIN,11,4,1,8,52,0,0,2,3,4,7,90,3,,,FG,SC-0700,120,28,Y,34,6,0,"(8:52) S.Christie 28 yard field goal is GOOD, Center-D.Binn, Holder-D.Bennett.",Grass,8.866666667
523,84690,2002,1,SUN,SD,CIN,Paul Brown Stadium,90,60,7,N,Fair,Grass,37.5,2.5,SD,CIN,6,5,2,13,19,10,0,2,3,4,8,91,3,,,FG,SC-0700,120,27,Y,34,6,0,"(13:19) S.Christie 27 yard field goal is GOOD, Center-D.Binn, Holder-D.Bennett.",Grass,28.31666667
523,84731,2002,1,SUN,SD,CIN,Paul Brown Stadium,90,60,7,N,Fair,Grass,37.5,2.5,CIN,SD,9,3,3,11,20,0,20,1,3,4,3,97,3,,,FG,NR-0100,343,21,Y,34,6,0,"(11:20) N.Rackers 21 yard field goal is GOOD, Center-B.St.Louis, Holder-N.Harris.",Grass,41.33333333
