gid,pid,seas,week,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,off,def,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,pts,blk,brcv,fgxp,fkicker,NumKicks,dist,good,ptsv,ptsh,iced,detail,surface,elapsedtime
3191,518384,2012,1,SUN,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,-9.5,CLE,PHI,6,4,1,9,16,0,0,3,3,4,9,75,3,,,FG,PD-0200,395,43,Y,17,16,0,"(9:16) P.Dawson 43 yard field goal is GOOD, Center-C.Yount, Holder-R.Hodges.",Grass,9.266666667
3191,518408,2012,1,SUN,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,-9.5,PHI,CLE,7,2,2,15,0,0,3,3,3,4,8,77,3,,,FG,AH-2600,88,42,Y,17,16,0,"(15:00) A.Henery 42 yard field goal is GOOD, Center-J.Dorenbos, Holder-C.Henry.",Grass,30
3191,518491,2012,1,SUN,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,-9.5,CLE,PHI,7,4,3,5,1,3,10,3,3,4,9,76,3,,,FG,PD-0200,395,42,Y,17,16,0,"(5:01) (Field Goal formation) P.Dawson 42 yard field goal is GOOD, Center-C.Yount, Holder-R.Hodges.",Grass,35.01666667
3191,518511,2012,1,SUN,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,-9.5,CLE,PHI,6,2,4,14,17,6,10,1,3,4,4,96,3,,,FG,PD-0200,395,22,Y,17,16,0,"(14:17) P.Dawson 22 yard field goal is GOOD, Center-C.Yount, Holder-R.Hodges.",Grass,59.28333333
3191,518527,2012,1,SUN,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,-9.5,PHI,CLE,11,3,4,9,4,10,16,3,1,4,9,73,,,,FG,AH-2600,88,45,N,17,16,0,"(9:04) A.Henery 45 yard field goal is No Good, Wide Left, Center-J.Dorenbos, Holder-C.Henry.",Grass,54.06666667
3192,518583,2012,1,SUN,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,-2.5,KC,ATL,11,4,1,4,6,0,7,3,3,4,7,79,3,,,FG,RS-3400,150,39,Y,40,24,0,"(4:06) R.Succop 39 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt.",Grass,4.1
3192,518589,2012,1,SUN,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,-2.5,ATL,KC,4,3,1,1,57,7,3,3,3,4,2,84,3,,,FG,MB-4600,310,34,Y,40,24,0,"(1:57) M.Bryant 34 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",Grass,1.95
3192,518632,2012,1,SUN,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,-2.5,ATL,KC,11,3,2,0,13,17,17,2,1,4,3,97,3,,,FG,MB-4600,310,21,Y,40,24,0,"(:13) M.Bryant 21 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",Grass,15.21666667
3192,518646,2012,1,SUN,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,-2.5,KC,ATL,11,2,3,9,9,17,20,3,3,4,4,78,,,,FG,RS-3400,150,40,N,40,24,0,"(9:09) R.Succop 40 yard field goal is No Good, Hit Right Upright, Center-T.Gafford, Holder-D.Colquitt.",Grass,39.15
3192,518673,2012,1,SUN,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,-2.5,ATL,KC,5,3,4,14,16,34,17,3,3,4,5,88,3,,,FG,MB-4600,310,30,Y,40,24,0,"(14:16) M.Bryant 30 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",Grass,59.26666667
3192,518681,2012,1,SUN,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,-2.5,ATL,KC,4,4,4,10,44,37,17,3,2,4,2,77,3,,,FG,MB-4600,310,41,Y,40,24,0,"(10:44) M.Bryant 41 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",Grass,55.73333333
3193,518781,2012,1,SUN,BUF,NYJ,Metlife Stadium,74,48,1,W,Sunny,FieldTurf,38.5,3,NYJ,BUF,15,3,2,2,0,21,7,0,3,4,1,93,3,,,FG,NF-0300,212,25,Y,28,48,0,"(2:00) N.Folk 25 yard field goal is GOOD, Center-T.Purdum, Holder-R.Malone.",Turf,17
3193,518791,2012,1,SUN,BUF,NYJ,Metlife Stadium,74,48,1,W,Sunny,FieldTurf,38.5,3,NYJ,BUF,7,3,2,0,19,24,7,0,3,4,8,79,3,,,FG,NF-0300,212,39,Y,28,48,0,"(:19) N.Folk 39 yard field goal is GOOD, Center-T.Purdum, Holder-R.Malone.",Turf,15.31666667
3194,518899,2012,1,SUN,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,8.5,STL,DET,10,5,1,2,2,0,0,3,3,4,7,70,3,,,FG,GZ-2000,59,48,Y,23,27,0,"(2:02) G.Zuerlein 48 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",Turf,2.033333333
3194,518931,2012,1,SUN,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,8.5,STL,DET,8,4,2,2,39,3,7,3,3,4,10,89,3,,,FG,GZ-2000,59,29,Y,23,27,0,"(2:39) G.Zuerlein 29 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",Turf,17.65
3194,518942,2012,1,SUN,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,8.5,DET,STL,5,5,2,0,25,7,13,2,3,4,8,77,3,,,FG,JH-0900,360,41,Y,23,27,0,"(:25) J.Hanson 41 yard field goal is GOOD, Center-D.Muhlbach, Holder-B.Graham.",Turf,15.41666667
3194,518956,2012,1,SUN,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,8.5,DET,STL,5,5,3,9,34,10,13,3,3,4,5,74,3,,,FG,JH-0900,360,45,Y,23,27,0,"(9:34) J.Hanson 45 yard field goal is GOOD, Center-D.Muhlbach, Holder-B.Graham.",Turf,39.56666667
3194,519016,2012,1,SUN,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,8.5,STL,DET,13,5,4,2,0,20,20,2,1,4,9,72,3,,,FG,GZ-2000,59,46,Y,23,27,0,"(2:00) G.Zuerlein 46 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",Turf,47
3195,519047,2012,1,SUN,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,7.5,WAS,NO,12,6,1,7,11,0,0,3,3,4,10,81,3,,,FG,BC-3000,224,37,Y,40,32,0,"(7:11) B.Cundiff 37 yard field goal is GOOD, Center-N.Sundberg, Holder-S.Rocca.",Turf,7.183333333
3195,519092,2012,1,SUN,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,7.5,WAS,NO,7,5,2,6,13,17,7,2,3,4,2,77,3,,,FG,BC-3000,224,41,Y,40,32,0,"(6:13) B.Cundiff 41 yard field goal is GOOD, Center-N.Sundberg, Holder-S.Rocca.",Turf,21.21666667
3195,519136,2012,1,SUN,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,7.5,WAS,NO,8,5,3,7,15,27,14,2,3,4,3,81,3,,,FG,BC-3000,224,37,Y,40,32,0,"(7:15) B.Cundiff 37 yard field goal is GOOD, Center-N.Sundberg, Holder-S.Rocca.",Turf,37.25
3195,519153,2012,1,SUN,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,7.5,NO,WAS,12,4,3,1,54,14,30,2,2,4,3,97,3,,,FG,GH-0600,109,21,Y,40,32,0,"(1:54) G.Hartley 21 yard field goal is GOOD, Center-J.Drescher, Holder-C.Daniel.",Turf,31.9
3195,519169,2012,1,SUN,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,7.5,WAS,NO,12,4,4,11,3,30,17,2,2,4,3,73,3,,,FG,BC-3000,224,45,Y,40,32,0,"(11:03) B.Cundiff 45 yard field goal is GOOD, Center-N.Sundberg, Holder-S.Rocca.",Turf,56.05
3196,519241,2012,1,SUN,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,13,HOU,MIA,12,5,1,7,15,0,0,2,3,4,14,66,,,,FG,SG-1100,306,52,N,10,30,0,"(7:15) S.Graham 52 yard field goal is No Good, Short, Center-J.Weeks, Holder-D.Jones.",Grass,7.25
3196,519249,2012,1,SUN,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,13,MIA,HOU,8,5,1,3,17,0,0,3,2,4,9,79,3,,,FG,DC-0500,192,39,Y,10,30,0,"(3:17) D.Carpenter 39 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields.",Grass,3.283333333
3196,519281,2012,1,SUN,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,13,HOU,MIA,4,4,2,6,16,0,3,1,3,4,17,83,3,,,FG,SG-1100,306,35,Y,10,30,0,"(6:16) S.Graham 35 yard field goal is GOOD, Center-J.Weeks, Holder-D.Jones.",Grass,21.26666667
3196,519329,2012,1,SUN,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,13,HOU,MIA,11,5,3,6,35,24,10,2,3,4,6,78,3,,,FG,SG-1100,306,40,Y,10,30,0,"(6:35) S.Graham 40 yard field goal is GOOD, Center-J.Weeks, Holder-D.Jones.",Grass,36.58333333
3196,519346,2012,1,SUN,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,13,HOU,MIA,12,3,4,12,25,27,10,2,3,4,1,99,3,,,FG,SG-1100,306,19,Y,10,30,0,"(12:25) S.Graham 19 yard field goal is GOOD, Center-J.Weeks, Holder-D.Jones.",Grass,57.41666667
3197,519394,2012,1,SUN,NE,TEN,LP Field,,,,,Sunny,Grass,47,-4.5,TEN,NE,12,4,1,8,47,0,0,3,3,4,7,90,3,,,FG,RB-2200,283,28,Y,34,13,0,"(8:47) (Field Goal formation) R.Bironas 28 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",Grass,8.783333333
3197,519514,2012,1,SUN,NE,TEN,LP Field,,,,,Sunny,Grass,47,-4.5,TEN,NE,16,3,4,9,20,10,28,3,3,4,6,94,3,,,FG,RB-2200,283,24,Y,34,13,0,"(9:20) (Field Goal formation) R.Bironas 24 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",Grass,54.33333333
3197,519527,2012,1,SUN,NE,TEN,LP Field,,,,,Sunny,Grass,47,-4.5,NE,TEN,12,4,4,4,19,28,13,2,2,4,7,93,3,,,FG,SG-0800,264,25,Y,34,13,0,"(4:19) (Field Goal formation) S.Gostkowski 25 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Grass,49.31666667
3197,519538,2012,1,SUN,NE,TEN,LP Field,,,,,Sunny,Grass,47,-4.5,NE,TEN,6,4,4,0,35,31,13,2,2,4,10,87,3,,,FG,SG-0800,264,31,Y,34,13,0,"(:35) (Field Goal formation) S.Gostkowski 31 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",Grass,45.58333333
3198,519566,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,JAC,MIN,17,4,1,2,56,0,0,3,3,4,1,99,3,,,FG,JS-1100,271,19,Y,23,26,0,"(2:56) J.Scobee 19 yard field goal is GOOD, Center-J.Cain, Holder-B.Anger.",Turf,2.933333333
3198,519641,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,JAC,MIN,4,4,3,4,44,9,14,3,3,4,2,92,3,,,FG,JS-1100,271,26,Y,23,26,0,"(4:44) J.Scobee 26 yard field goal is GOOD, Center-J.Cain, Holder-B.Anger.",Turf,34.73333333
3198,519653,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,MIN,JAC,11,3,4,14,12,14,12,3,3,4,2,98,3,,,FG,BW-0350,69,20,Y,23,26,0,"(14:12) B.Walsh 20 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,59.2
3198,519664,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,JAC,MIN,10,5,4,9,40,12,17,3,3,4,7,71,3,,,FG,JS-1100,271,47,Y,23,26,0,"(9:40) J.Scobee 47 yard field goal is GOOD, Center-J.Cain, Holder-B.Anger.",Turf,54.66666667
3198,519675,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,MIN,JAC,9,5,4,5,38,17,15,3,3,4,13,77,3,,,FG,BW-0350,69,42,Y,23,26,0,"(5:38) B.Walsh 42 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,50.63333333
3198,519698,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,MIN,JAC,3,3,4,0,4,20,23,3,0,2,4,63,3,,,FG,BW-0350,69,55,Y,23,26,0,"(:04) B.Walsh 55 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,45.06666667
3198,519707,2012,1,SUN,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,3.5,MIN,JAC,8,5,5,11,11,23,23,3,3,4,5,80,3,,,FG,BW-0350,69,38,Y,23,26,0,"(11:11) B.Walsh 38 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,60
3199,519743,2012,1,SUN,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,-2.5,TB,CAR,5,5,1,1,25,7,0,3,3,4,11,82,3,,,FG,CB-0700,120,36,Y,10,16,0,"(1:25) (Field Goal formation) C.Barth 36 yard field goal is GOOD, Center-A.Economos, Holder-M.Koenen.",Grass,1.416666667
3199,519768,2012,1,SUN,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,-2.5,TB,CAR,13,4,2,2,59,10,0,3,3,4,2,98,3,,,FG,CB-0700,120,20,Y,10,16,0,"(2:59) (Field Goal formation) C.Barth 20 yard field goal is GOOD, Center-A.Economos, Holder-M.Koenen.",Grass,17.98333333
3199,519831,2012,1,SUN,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,-2.5,TB,CAR,7,5,4,8,3,13,7,3,3,4,5,78,3,,,FG,CB-0700,120,40,Y,10,16,0,"(8:03) (Field Goal formation) C.Barth 40 yard field goal is GOOD, Center-A.Economos, Holder-M.Koenen.",Grass,53.05
3200,519865,2012,1,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,-3,SEA,ARI,7,5,1,11,20,0,0,3,3,4,5,68,,CC-0200,,FG,SH-0400,125,50,N,16,20,0,"(11:20) S.Hauschka 50 yard field goal is BLOCKED (C.Campbell), Center-C.Gresham, Holder-J.Ryan.",Grass,11.33333333
3200,519874,2012,1,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,-3,SEA,ARI,7,5,1,7,31,0,0,3,3,4,2,91,3,,,FG,SH-0400,125,27,Y,16,20,0,"(7:31) S.Hauschka 27 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",Grass,7.516666667
3200,519889,2012,1,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,-3,ARI,SEA,13,4,1,0,38,0,3,3,3,4,3,97,3,,,FG,JF-0900,414,21,Y,16,20,0,"(:38) J.Feely 21 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",Grass,0.633333333
3200,519949,2012,1,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,-3,ARI,SEA,4,4,3,10,3,10,3,3,3,4,6,87,3,,,FG,JF-0900,414,31,Y,16,20,0,"(10:03) J.Feely 31 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",Grass,40.05
3200,519963,2012,1,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,-3,SEA,ARI,4,6,3,5,19,10,13,3,3,4,5,71,3,,,FG,SH-0400,125,47,Y,16,20,0,"(5:19) S.Hauschka 47 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",Grass,35.31666667
3200,519994,2012,1,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,-3,SEA,ARI,4,5,4,9,25,13,13,3,3,4,15,79,3,,,FG,SH-0400,125,39,Y,16,20,0,"(9:25) S.Hauschka 39 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",Grass,54.41666667
3201,520057,2012,1,SUN,SF,GB,Lambeau Field,72,40,11,NW,Partly Cloudy,DD GrassMaster,46.5,5,SF,GB,9,5,1,4,58,0,0,2,3,4,4,78,3,,,FG,DA-0300,516,40,Y,30,22,0,"(4:58) D.Akers 40 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,4.966666667
3201,520108,2012,1,SUN,SF,GB,Lambeau Field,72,40,11,NW,Partly Cloudy,DD GrassMaster,46.5,5,SF,GB,10,4,2,0,59,10,7,1,2,4,1,75,3,,,FG,DA-0300,516,43,Y,30,22,1,"(:59) D.Akers 43 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,15.98333333
3201,520118,2012,1,SUN,SF,GB,Lambeau Field,72,40,11,NW,Partly Cloudy,DD GrassMaster,46.5,5,SF,GB,4,3,2,0,2,13,7,0,0,3,10,55,3,,,FG,DA-0300,516,63,Y,30,22,0,"(:02) D.Akers 63 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,15.03333333
3202,520244,2012,1,SN,PIT,DEN,Sports Authority Field at Mile High,85,12,10,NE,Sunny,Grass,46,2,PIT,DEN,10,3,2,10,13,0,0,1,2,4,3,97,3,,,FG,SS-3100,233,21,Y,19,31,0,"(10:13) S.Suisham 21 yard field goal is GOOD, Center-G.Warren, Holder-D.Butler.",Grass,25.21666667
3202,520299,2012,1,SN,PIT,DEN,Sports Authority Field at Mile High,85,12,10,NE,Sunny,Grass,46,2,PIT,DEN,16,4,3,6,9,10,7,3,3,4,3,84,3,,,FG,SS-3100,233,35,Y,19,31,0,"(6:09) S.Suisham 35 yard field goal is GOOD, Center-G.Warren, Holder-D.Butler.",Grass,36.15
3202,520350,2012,1,SN,PIT,DEN,Sports Authority Field at Mile High,85,12,10,NE,Sunny,Grass,46,2,DEN,PIT,12,3,4,3,3,22,19,2,2,4,8,92,3,,,FG,MP-2100,186,26,Y,19,31,0,"(3:03) M.Prater 26 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt.",Grass,48.05
3203,520368,2012,1,MN,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,7,BAL,CIN,5,6,1,12,59,0,0,3,3,4,11,72,3,,,FG,JT-3950,78,46,Y,13,44,0,"(12:59) (Field Goal formation) J.Tucker 46 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,12.98333333
3203,520402,2012,1,MN,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,7,CIN,BAL,13,4,2,14,56,0,10,3,2,4,3,84,3,,,FG,MN-0800,208,34,Y,13,44,0,"(14:56) (Field Goal formation) M.Nugent 34 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",Turf,29.93333333
3203,520454,2012,1,MN,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,7,CIN,BAL,12,3,3,9,47,10,17,3,3,4,1,99,3,,,FG,MN-0800,208,19,Y,13,44,0,"(9:47) (Field Goal formation) M.Nugent 19 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",Turf,39.78333333
3203,520480,2012,1,MN,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,7,BAL,CIN,8,5,3,1,18,24,13,3,3,4,5,79,3,,,FG,JT-3950,78,40,Y,13,44,0,"(1:18) (Field Goal formation) J.Tucker 40 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,31.3
3203,520520,2012,1,MN,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,7,BAL,CIN,10,3,4,3,6,41,13,2,3,4,3,80,3,,,FG,JT-3950,78,39,Y,13,44,0,"(3:06) (Field Goal formation) J.Tucker 39 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",Turf,48.1
3204,520549,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,OAK,SD,7,6,1,5,2,0,0,3,3,4,6,67,3,,,FG,SJ-0300,448,51,Y,22,14,0,"(5:02) S.Janikowski 51 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",Grass,5.033333333
3204,520559,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,SD,OAK,9,4,1,1,4,0,3,3,3,4,5,95,3,,,FG,NK-0200,225,23,Y,22,14,0,"(1:04) N.Kaeding 23 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",Grass,1.066666667
3204,520601,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,OAK,SD,14,3,2,0,7,3,10,1,1,4,1,98,3,,,FG,SJ-0300,448,19,Y,22,14,0,"(:07) S.Janikowski 19 yard field goal is GOOD, Center-T.Goethel, Holder-S.Lechler.",Grass,15.11666667
3204,520624,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,SD,OAK,7,4,3,6,5,10,6,3,3,4,4,90,3,,,FG,NK-0200,225,28,Y,22,14,0,"(6:05) N.Kaeding 28 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",Grass,36.08333333
3204,520634,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,SD,OAK,4,4,3,1,53,13,6,3,3,4,1,99,3,,,FG,NK-0200,225,19,Y,22,14,0,"(1:53) N.Kaeding 19 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",Grass,31.88333333
3204,520648,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,SD,OAK,9,5,4,12,53,16,6,3,3,4,7,77,3,,,FG,NK-0200,225,41,Y,22,14,0,"(12:53) N.Kaeding 41 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",Grass,57.88333333
3204,520665,2012,1,MN,SD,OAK,Oakland-Alameda County Coliseum,67,59,11,WNW,Sunny,Grass,46.5,1,SD,OAK,8,6,4,5,12,19,6,2,3,4,21,73,3,,,FG,NK-0200,225,45,Y,22,14,0,"(5:12) N.Kaeding 45 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",Grass,50.2
3205,520731,2012,2,THU,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,6,GB,CHI,10,5,2,13,1,0,0,3,3,4,2,71,3,,,FG,MC-3000,248,48,Y,10,23,0,"(13:01) M.Crosby 48 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",Grass,28.01666667
3205,520767,2012,2,THU,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,6,GB,CHI,6,3,2,0,1,10,0,0,2,1,10,83,3,,,FG,MC-3000,248,35,Y,10,23,0,"(:01) M.Crosby 35 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",Grass,15.01666667
3205,520781,2012,2,THU,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,6,CHI,GB,13,4,3,8,53,0,13,2,3,4,4,73,3,,,FG,RG-1500,278,45,Y,10,23,0,"(8:53) R.Gould 45 yard field goal is GOOD, Center-P.Mannelly, Holder-A.Podlesh.",Grass,38.88333333
3205,520808,2012,2,THU,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,6,GB,CHI,6,5,4,11,43,13,3,3,2,4,1,64,3,,,FG,MC-3000,248,54,Y,10,23,0,"(11:43) M.Crosby 54 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",Grass,56.71666667
3206,520863,2012,2,SUN,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,7,CLE,CIN,9,5,1,9,6,0,7,3,3,4,15,68,3,,,FG,PD-0200,395,50,Y,27,34,0,"(9:06) P.Dawson 50 yard field goal is GOOD, Center-C.Yount, Holder-R.Hodges.",Turf,9.1
3206,520914,2012,2,SUN,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,7,CIN,CLE,7,4,2,4,49,14,10,3,2,4,13,79,3,,,FG,MN-0800,208,39,Y,27,34,0,"(4:49) M.Nugent 39 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",Turf,19.81666667
3206,521000,2012,2,SUN,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,7,CIN,CLE,11,5,4,2,14,31,24,1,0,4,5,81,3,,,FG,MN-0800,208,37,Y,27,34,0,"(2:14) M.Nugent 37 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",Turf,47.23333333
3206,521010,2012,2,SUN,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,7,CLE,CIN,9,4,4,0,24,24,34,0,0,4,6,93,3,,,FG,PD-0200,395,25,Y,27,34,0,"(:24) P.Dawson 25 yard field goal is GOOD, Center-C.Yount, Holder-R.Hodges.",Turf,45.4
3207,521111,2012,2,SUN,KC,BUF,Ralph Wilson Stadium,66,55,11,WSW,Mostly Sunny,A Turf Titan,44.5,3,KC,BUF,7,4,3,7,36,0,21,3,3,4,7,85,3,,,FG,RS-3400,150,33,Y,17,35,0,"(7:36) R.Succop 33 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt.",Turf,37.6
3208,521191,2012,2,SUN,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,-3,MIN,IND,12,5,1,7,53,0,0,3,3,4,5,67,3,,,FG,BW-0350,69,51,Y,20,23,0,"(7:53) B.Walsh 51 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,7.883333333
3208,521217,2012,2,SUN,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,-3,MIN,IND,9,4,2,11,42,3,7,3,2,4,2,89,3,,,FG,BW-0350,69,29,Y,20,23,0,"(11:42) B.Walsh 29 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,26.7
3208,521239,2012,2,SUN,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,-3,IND,MIN,9,5,2,1,54,7,6,2,2,4,1,92,3,,,FG,AV-0400,456,26,Y,20,23,1,"(1:54) A.Vinatieri 26 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee.",Turf,16.9
3208,521273,2012,2,SUN,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,-3,IND,MIN,14,6,3,7,12,17,6,3,3,4,22,73,3,,,FG,AV-0400,456,45,Y,20,23,0,"(7:12) A.Vinatieri 45 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee.",Turf,37.2
